loan_id,origination_month,vintage_year,vintage_quarter,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,original_balance,original_term_months,state,loan_purpose,property_type,occupancy_type,servicer_name,source_system,document_status,interest_rate
YIKKEKJA5N9D,2020-11-01,2020,2020Q4,744,740-799,71.9,60-75%,42.64,36-43%,243000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.553
BXGR1X6A2I14,2023-06-01,2023,2023Q2,649,620-659,76.41,75-80%,36.02,36-43%,705000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,8.225
KNFYTG3ZEFB6,2020-05-01,2020,2020Q2,732,700-739,59.27,<60%,42.51,36-43%,332000.0,360,LA,Home Purchase,PUD,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.295
N0BBBVDKWC6G,2020-03-01,2020,2020Q1,728,700-739,87.78,80-90%,35.18,30-36%,178000.0,360,FL,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.307
HIDAABVZOUZ3,2020-10-01,2020,2020Q4,672,660-699,83.17,80-90%,45.55,>43%,419000.0,240,PA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.732
UP7XG11D27BR,2018-12-01,2018,2018Q4,664,660-699,60.36,60-75%,24.09,<30%,702000.0,360,PA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,5.36
05D0KYD1Y7XO,2023-02-01,2023,2023Q1,713,700-739,87.28,80-90%,27.27,<30%,154000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.282
U8T4PDEO3KOC,2021-12-01,2021,2021Q4,686,660-699,73.05,60-75%,49.54,>43%,421000.0,360,NY,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Complete,3.402
UPP7GL7DC9V6,2022-04-01,2022,2022Q2,811,800+,68.58,60-75%,34.58,30-36%,236000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.545
7HXC5OBP6U9V,2020-02-01,2020,2020Q1,743,740-799,59.64,<60%,36.65,36-43%,324000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Complete,3.16
IZ7729VWJ14M,2019-09-01,2019,2019Q3,649,620-659,77.96,75-80%,47.17,>43%,211000.0,360,FL,Home Purchase,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.777
BRRP6PW640KE,2020-11-01,2020,2020Q4,704,700-739,84.28,80-90%,45.58,>43%,441000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.703
CNHJ9Q25DU98,2019-06-01,2019,2019Q2,612,<620,63.43,60-75%,48.13,>43%,296000.0,360,TX,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.783
XHYEC0JVPWS6,2018-02-01,2018,2018Q1,760,740-799,71.82,60-75%,34.65,30-36%,490000.0,360,FL,Home Purchase,PUD,Second Home,Cornerstone Loan Servicing,CoreServicing,Pending,4.467
B6ZYNMGWIVDJ,2022-05-01,2022,2022Q2,744,740-799,78.68,75-80%,31.41,30-36%,233000.0,180,CA,Home Purchase,Single-Family Detached,Investment Property,Meridian Residential Capital,CoreServicing,Complete,5.596
V3ATVKR8F7JI,2023-02-01,2023,2023Q1,748,740-799,67.56,60-75%,33.96,30-36%,308000.0,180,CO,Home Purchase,PUD,Investment Property,Meridian Residential Capital,CoreServicing,Complete,7.204
1PQ8MS48SKWG,2019-05-01,2019,2019Q2,710,700-739,66.39,60-75%,29.31,<30%,150000.0,360,PA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.454
4EC5N4VDUU4M,2021-10-01,2021,2021Q4,810,800+,56.98,<60%,29.84,<30%,798000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,2.872
1Z88WZZ6FGRM,2023-06-01,2023,2023Q2,729,700-739,71.85,60-75%,38.54,36-43%,634000.0,360,VA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,6.983
XSZZHOBP173H,2022-06-01,2022,2022Q2,716,700-739,65.71,60-75%,37.79,36-43%,692000.0,360,NY,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.585
MUGI65689ZMS,2022-12-01,2022,2022Q4,673,660-699,92.29,90-97%,42.36,36-43%,556000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.86
7BZPUDRVZC0H,2023-05-01,2023,2023Q2,665,660-699,81.07,80-90%,32.26,30-36%,270000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Pending,6.973
Z44NQVG8HOEP,2019-07-01,2019,2019Q3,713,700-739,71.77,60-75%,29.07,<30%,325000.0,360,FL,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,VendorAPI,Complete,4.34
WFUIRA14SIX4,2018-06-01,2018,2018Q2,658,620-659,97.73,90-97%,41.65,36-43%,364000.0,360,OK,Rate/Term Refinance,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.369
NOAS7UR36KPM,2022-10-01,2022,2022Q4,678,660-699,71.48,60-75%,40.25,36-43%,375000.0,180,CA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,5.902
UN12D5BA004Q,2022-09-01,2022,2022Q3,668,660-699,68.06,60-75%,37.05,36-43%,227000.0,360,FL,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,6.12
F1SJYIRVDISP,2019-02-01,2019,2019Q1,698,660-699,71.4,60-75%,29.51,<30%,224000.0,360,VA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.732
TGRSG9U374ZX,2023-06-01,2023,2023Q2,680,660-699,72.5,60-75%,32.68,30-36%,209000.0,360,IL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,7.599
LLOXCEBAA68W,2018-02-01,2018,2018Q1,714,700-739,92.84,90-97%,46.05,>43%,285000.0,360,OH,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.038
I0SOCFUXJR8A,2020-04-01,2020,2020Q2,796,740-799,61.17,60-75%,40.27,36-43%,296000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,3.379
F2X60JTDKCU5,2023-10-01,2023,2023Q4,711,700-739,82.62,80-90%,39.19,36-43%,283000.0,360,TN,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,7.36
P26L9ZUR0BIZ,2020-02-01,2020,2020Q1,683,660-699,82.8,80-90%,41.17,36-43%,359000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.679
B4C7DIW1CJT9,2022-07-01,2022,2022Q3,612,<620,81.7,80-90%,47.93,>43%,206000.0,180,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,6.908
DXQ4ATYB221B,2018-03-01,2018,2018Q1,714,700-739,77.85,75-80%,30.12,30-36%,247000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Pending,4.562
PJDTT551R3AM,2020-12-01,2020,2020Q4,713,700-739,72.92,60-75%,33.54,30-36%,255000.0,360,IL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.378
6LO89L32K2B2,2022-09-01,2022,2022Q3,666,660-699,85.98,80-90%,41.55,36-43%,436000.0,360,MO,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.677
951WTGKTGBAC,2023-01-01,2023,2023Q1,712,700-739,91.59,90-97%,40.16,36-43%,353000.0,360,CA,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,6.994
V3ZZQ4DXZZVX,2020-08-01,2020,2020Q3,760,740-799,71.98,60-75%,29.46,<30%,370000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.499
43LJJBGR2CJ7,2018-06-01,2018,2018Q2,647,620-659,81.77,80-90%,21.56,<30%,240000.0,180,NY,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.411
YEQTBP6C4YMH,2021-03-01,2021,2021Q1,714,700-739,76.5,75-80%,33.74,30-36%,335000.0,360,IL,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.363
GVC7GWTCGHOO,2022-06-01,2022,2022Q2,695,660-699,64.21,60-75%,44.8,>43%,254000.0,360,NC,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,5.646
FZFWRTZVTFHQ,2020-09-01,2020,2020Q3,683,660-699,67.79,60-75%,40.12,36-43%,257000.0,360,TX,Home Purchase,Condominium,Investment Property,Beacon Home Loans,VendorAPI,Complete,3.986
U8ZO0IKMBWYD,2023-09-01,2023,2023Q3,705,700-739,71.25,60-75%,32.0,30-36%,374000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,7.43
TOKXPCDXSEZB,2019-11-01,2019,2019Q4,700,660-699,86.77,80-90%,40.41,36-43%,265000.0,180,TN,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.285
62AFEC93IC2K,2022-11-01,2022,2022Q4,698,660-699,82.61,80-90%,37.0,36-43%,318000.0,180,MD,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.173
VO8HUW6HT8ZI,2022-07-01,2022,2022Q3,720,700-739,74.47,60-75%,38.78,36-43%,301000.0,360,FL,Home Purchase,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,5.539
DXM3TH5S2MLX,2020-08-01,2020,2020Q3,678,660-699,66.79,60-75%,42.85,36-43%,221000.0,360,NJ,Rate/Term Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.52
RMZ213C5OXJP,2018-08-01,2018,2018Q3,775,740-799,58.47,<60%,30.92,30-36%,271000.0,360,GA,Rate/Term Refinance,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Pending,4.597
G64SI0D1V7AN,2020-01-01,2020,2020Q1,677,660-699,84.7,80-90%,40.03,36-43%,273000.0,180,MI,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,3.698
Q7MEX9MK2FBY,2022-08-01,2022,2022Q3,846,800+,57.33,<60%,34.63,30-36%,290000.0,360,CO,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,5.598
Y006YYBBC1PQ,2023-05-01,2023,2023Q2,781,740-799,72.35,60-75%,30.87,30-36%,179000.0,360,MI,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,6.918
S11G03LR7WCB,2020-09-01,2020,2020Q3,705,700-739,74.59,60-75%,43.5,>43%,258000.0,360,WI,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,3.512
IA8VF3LPAQL2,2019-09-01,2019,2019Q3,656,620-659,77.4,75-80%,36.94,36-43%,450000.0,360,IL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.039
NS5XA2LILEDR,2022-08-01,2022,2022Q3,614,<620,89.98,80-90%,49.71,>43%,383000.0,180,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,6.829
EP9WFNOFOU2Q,2023-08-01,2023,2023Q3,668,660-699,86.77,80-90%,28.03,<30%,288000.0,360,TX,Rate/Term Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,CoreServicing,Complete,7.281
55FOGKOT7OZB,2018-11-01,2018,2018Q4,701,700-739,73.7,60-75%,36.38,36-43%,221000.0,240,VA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,5.035
TZET1T57ELVV,2019-12-01,2019,2019Q4,704,700-739,73.87,60-75%,32.88,30-36%,341000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.699
4C9154283N21,2022-10-01,2022,2022Q4,694,660-699,87.36,80-90%,33.47,30-36%,459000.0,360,IL,Cash-Out Refinance,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.91
OM4V8RFZ44EL,2018-10-01,2018,2018Q4,811,800+,59.17,<60%,29.08,<30%,553000.0,240,MA,Home Purchase,Single-Family Detached,Investment Property,Meridian Residential Capital,VendorAPI,Complete,4.375
SX3L71W7OZ1L,2023-11-01,2023,2023Q4,728,700-739,69.77,60-75%,43.29,>43%,276000.0,360,NJ,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.146
YV7NIQWZJH1H,2019-05-01,2019,2019Q2,727,700-739,70.66,60-75%,43.38,>43%,230000.0,360,MA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,4.464
M7296J0OSFPA,2020-12-01,2020,2020Q4,649,620-659,74.45,60-75%,42.96,36-43%,389000.0,240,CA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.067
Y0NRSRA86GJ3,2021-02-01,2021,2021Q1,740,700-739,74.2,60-75%,32.49,30-36%,373000.0,360,LA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.126
VBMTVMB7I4YA,2020-03-01,2020,2020Q1,687,660-699,85.99,80-90%,39.5,36-43%,331000.0,360,NY,Home Purchase,Single-Family Detached,Second Home,Northgate Financial Servicing,CoreServicing,Complete,3.66
6QHELKRYRI0E,2018-10-01,2018,2018Q4,656,620-659,70.57,60-75%,48.48,>43%,266000.0,360,AZ,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.574
KV4XSGIVOCA3,2018-03-01,2018,2018Q1,664,660-699,80.54,80-90%,47.9,>43%,211000.0,360,PA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,5.148
YD5EYX7XX5LI,2020-04-01,2020,2020Q2,727,700-739,65.76,60-75%,26.31,<30%,415000.0,240,TX,Home Purchase,Single-Family Detached,Investment Property,Meridian Residential Capital,VendorAPI,Complete,3.614
HV2X7KZAMXQ8,2019-08-01,2019,2019Q3,793,740-799,57.29,<60%,24.62,<30%,448000.0,360,NC,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.209
O7V75LJYUKTY,2023-06-01,2023,2023Q2,719,700-739,71.31,60-75%,38.46,36-43%,292000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,7.192
PDZBB8WN4565,2021-12-01,2021,2021Q4,627,620-659,79.61,75-80%,45.6,>43%,590000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,3.705
JYU52CBJCGBG,2018-07-01,2018,2018Q3,734,700-739,66.78,60-75%,25.94,<30%,358000.0,360,FL,Home Purchase,PUD,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,4.458
FFX8LB040WFN,2022-07-01,2022,2022Q3,711,700-739,62.29,60-75%,43.0,>43%,311000.0,240,PA,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,5.645
M0M77M7CXWEP,2021-09-01,2021,2021Q3,708,700-739,68.03,60-75%,27.44,<30%,221000.0,360,FL,Cash-Out Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,CoreServicing,Complete,3.288
2B6YSWU8V57R,2018-10-01,2018,2018Q4,668,660-699,63.87,60-75%,40.31,36-43%,185000.0,360,CT,Cash-Out Refinance,Condominium,Second Home,Atlas Mortgage Services,VendorAPI,Complete,5.309
PNCG6LZ7PUAD,2020-06-01,2020,2020Q2,660,620-659,82.03,80-90%,42.87,36-43%,277000.0,360,CA,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Missing,4.468
58LI82VTG9I2,2022-06-01,2022,2022Q2,748,740-799,72.84,60-75%,40.6,36-43%,374000.0,360,CO,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.42
SSBJQ06OSZJU,2021-11-01,2021,2021Q4,769,740-799,71.01,60-75%,33.48,30-36%,730000.0,180,PA,Home Purchase,PUD,Investment Property,Meridian Residential Capital,VendorAPI,Complete,2.99
62VC6804C1LQ,2021-06-01,2021,2021Q2,672,660-699,68.64,60-75%,45.9,>43%,338000.0,360,TN,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.347
9S6UYK1PU5D8,2020-12-01,2020,2020Q4,730,700-739,78.31,75-80%,30.26,30-36%,404000.0,360,SC,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.631
PPO4U53WG0KM,2022-02-01,2022,2022Q1,781,740-799,65.62,60-75%,24.46,<30%,249000.0,360,MI,Rate/Term Refinance,Single-Family Detached,Investment Property,Northgate Financial Servicing,VendorAPI,Complete,5.381
I9AOUJV3RZDW,2023-04-01,2023,2023Q2,671,660-699,91.05,90-97%,31.57,30-36%,354000.0,360,OH,Cash-Out Refinance,Condominium,Investment Property,Northgate Financial Servicing,CoreServicing,Complete,7.436
IRM5OHMSLIDW,2019-01-01,2019,2019Q1,662,660-699,99.13,90-97%,47.45,>43%,339000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.701
LNHLCDR7P9WC,2020-05-01,2020,2020Q2,663,660-699,68.6,60-75%,25.97,<30%,239000.0,360,OK,Home Purchase,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.493
PQWVXJDJSZHX,2023-02-01,2023,2023Q1,705,700-739,80.93,80-90%,46.67,>43%,520000.0,180,CA,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,6.995
9U6IDJ01XS1X,2021-01-01,2021,2021Q1,605,<620,71.63,60-75%,40.69,36-43%,315000.0,360,NC,Cash-Out Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,CoreServicing,Complete,4.484
PC6SR56IHUFS,2019-01-01,2019,2019Q1,833,800+,70.32,60-75%,29.43,<30%,481000.0,360,OH,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Pending,3.738
TSXP6K6PLFFL,2018-10-01,2018,2018Q4,639,620-659,61.56,60-75%,38.75,36-43%,331000.0,180,MO,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Pending,5.326
WADSJRJEO0QV,2022-05-01,2022,2022Q2,695,660-699,72.99,60-75%,33.41,30-36%,295000.0,360,CA,Rate/Term Refinance,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,6.0
PJZMZ04HN3YL,2020-12-01,2020,2020Q4,663,660-699,69.59,60-75%,47.25,>43%,253000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.792
WVM4CYZQNOW0,2022-09-01,2022,2022Q3,656,620-659,76.44,75-80%,38.59,36-43%,293000.0,360,FL,Home Purchase,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,6.501
N17WK8HAQYCN,2018-09-01,2018,2018Q3,735,700-739,64.18,60-75%,39.55,36-43%,543000.0,360,TN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.056
O76PJYIYLG0R,2021-08-01,2021,2021Q3,671,660-699,76.08,75-80%,48.95,>43%,243000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.804
SO55TOV88C83,2021-06-01,2021,2021Q2,651,620-659,85.56,80-90%,46.84,>43%,414000.0,360,MD,Home Purchase,PUD,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,3.997
NVRIG0M13DI5,2020-10-01,2020,2020Q4,715,700-739,72.49,60-75%,49.17,>43%,297000.0,360,CA,Home Purchase,Single-Family Detached,Investment Property,Northgate Financial Servicing,CoreServicing,Complete,3.468
M5GEGN75KX9C,2020-07-01,2020,2020Q3,699,660-699,76.8,75-80%,33.82,30-36%,403000.0,360,MN,Cash-Out Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Missing,3.859
1WQ8ZKK3Z0PU,2019-08-01,2019,2019Q3,707,700-739,82.77,80-90%,34.32,30-36%,354000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,4.301
K3HYBL3ZTJEV,2022-09-01,2022,2022Q3,595,<620,88.7,80-90%,36.34,36-43%,210000.0,360,AL,Home Purchase,Single-Family Detached,Second Home,Meridian Residential Capital,CoreServicing,Complete,7.128
D7WB4OJDWDT8,2019-12-01,2019,2019Q4,737,700-739,71.59,60-75%,39.91,36-43%,349000.0,240,CA,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.116
4GGK3J0TCCFK,2020-07-01,2020,2020Q3,653,620-659,74.42,60-75%,36.48,36-43%,689000.0,360,AL,Cash-Out Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.178
QJDO8Z6CHK4L,2023-02-01,2023,2023Q1,626,620-659,91.04,90-97%,30.81,30-36%,366000.0,360,GA,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,8.237
CMQJF8BRG5E0,2021-10-01,2021,2021Q4,755,740-799,73.78,60-75%,31.03,30-36%,452000.0,360,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,2.95
53NKYEF3OJZG,2018-03-01,2018,2018Q1,717,700-739,76.2,75-80%,32.2,30-36%,365000.0,360,CT,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.708
PFSEHBTKHOUC,2018-05-01,2018,2018Q2,715,700-739,80.07,80-90%,28.92,<30%,431000.0,360,FL,Home Purchase,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.833
X8P5CSMU5R7B,2021-03-01,2021,2021Q1,717,700-739,50.1,<60%,19.54,<30%,259000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.414
6E0NNP1Y1NIF,2022-04-01,2022,2022Q2,728,700-739,68.68,60-75%,27.64,<30%,317000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.275
5VK95E0HH7VM,2020-10-01,2020,2020Q4,697,660-699,71.65,60-75%,28.89,<30%,445000.0,360,GA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.455
3Q68AEOCYQA2,2023-09-01,2023,2023Q3,618,<620,64.77,60-75%,45.14,>43%,293000.0,180,WA,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,8.78
NRGN38JTU31V,2023-02-01,2023,2023Q1,679,660-699,85.33,80-90%,35.26,30-36%,475000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,7.761
Z4XZ1JW29BC7,2020-09-01,2020,2020Q3,718,700-739,72.22,60-75%,34.9,30-36%,235000.0,360,WA,Rate/Term Refinance,Condominium,Primary Residence,Beacon Home Loans,VendorAPI,Complete,3.549
1TN5XWUTPTTC,2019-05-01,2019,2019Q2,705,700-739,70.55,60-75%,26.67,<30%,337000.0,360,WI,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,4.43
0ERP0N0D9OOS,2018-01-01,2018,2018Q1,738,700-739,85.55,80-90%,46.06,>43%,302000.0,180,IL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,4.838
4LUAQ3R02ZD7,2018-03-01,2018,2018Q1,672,660-699,70.89,60-75%,33.41,30-36%,809000.0,360,OR,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.148
4PQO0F488QE0,2021-08-01,2021,2021Q3,691,660-699,75.25,75-80%,29.56,<30%,289000.0,360,CA,Rate/Term Refinance,Condominium,Primary Residence,Atlas Mortgage Services,LegacySFTP,Complete,3.558
ICVWQB72WXGM,2020-01-01,2020,2020Q1,626,620-659,81.95,80-90%,17.74,<30%,381000.0,360,MA,Rate/Term Refinance,PUD,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,3.989
VWZSD77TN5XO,2018-11-01,2018,2018Q4,695,660-699,66.98,60-75%,40.94,36-43%,168000.0,180,MA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.961
2XE028QRHAJU,2018-06-01,2018,2018Q2,752,740-799,79.73,75-80%,30.73,30-36%,222000.0,180,NC,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.728
A6SIRKVQF3CD,2020-10-01,2020,2020Q4,643,620-659,72.77,60-75%,41.28,36-43%,366000.0,360,TX,Cash-Out Refinance,PUD,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.954
REZ5AKP07UAF,2021-07-01,2021,2021Q3,618,<620,93.86,90-97%,40.67,36-43%,302000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,4.489
8RQHQ2COALV5,2018-03-01,2018,2018Q1,725,700-739,56.84,<60%,26.2,<30%,304000.0,360,TX,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.889
1JGUJS7704JT,2020-07-01,2020,2020Q3,605,<620,92.02,90-97%,42.45,36-43%,295000.0,180,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.459
2UGWUZODNR8S,2020-08-01,2020,2020Q3,728,700-739,72.93,60-75%,37.26,36-43%,310000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,3.688
JXOW4CID6S14,2018-05-01,2018,2018Q2,683,660-699,74.63,60-75%,36.34,36-43%,184000.0,180,MI,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,5.047
7N0I6LADV0Q9,2023-03-01,2023,2023Q1,720,700-739,76.94,75-80%,52.8,>43%,320000.0,360,MO,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,7.183
OJJ7VIT0BQDX,2019-05-01,2019,2019Q2,783,740-799,51.61,<60%,27.47,<30%,306000.0,240,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.154
